Passage ID,English Text,Chinese Translation,gpt_response_parsing_failed
271625,"Is 121 a term of this arithmetic sequence?You must explain your answer.

",,
271626,"Is 86 a term in the sequence?You must give a reason for your answer.

",,
271628,"Here are the first four terms of an arithmetic sequence.Find an expression, in terms of , for the  term of this sequence.

",,
271630,"Here are the first five terms of a number sequence .Find an expression, in terms of , for the  term of this sequence.

",,
271642,"On this grid, sketch the graph of

",,
271645,"Write down the coordinates of the minimum point of the curve with the equation

",,
271646,"The graph of  is shown on the grid.The graph G is a translation of the graph of Write down the equation of graph G.

",,
271675,"Use your answer to part (a) to write down the size of the interior angle of a regular 12-sided polygon.

",,
271701,"Here are two similar solid shapes.surface area of shape A : surface area of shape B = 3:4The volume of shape B is 10 cm3Work out the volume of shape A.Give your answer correct to 3 significant figures.

",,
271695,"Calvin has  identical rectangular tiles.He arranges the tiles to fit exactly round the edge of a shaded rectangle, as shown in the diagram below.Work out the area of the shaded rectangle.

",,
271731,"Give one reason why your answer may be inaccurate.

",,
271733,"Find the length of DY.Show your working clearly.Give your answer correct to 3 significant figures.

",,
271719,"On another map, Packer Street is 2.4cm long.Express the scale of this map in the form 1 : .1 : ..................

",,
271735,"Here is a quarter circle of radius 6 cmWork out the area of the quarter circle.Give your answer in terms of .............................cm2

",,
271766,"In the diagram,  is a right-angled triangle and  is a semicircular arc.In triangle The points  and  lie on  so that  is the diameter of the semicircular arc The radius of the semicircular arc is 3cm.Work out the length of Give your answer correct to 2 significant figures.

",,
271759,"

",,
271774,"Here are two right-angled triangles.Circle the value of .

",,
271779,"Here are a circle and a sector of the circle.They each have radius .circumference of circle = perimeter of sectorWork out the size of angle .Give your answer in terms of ....................................degrees

",,
271780,"In the diagram AB is parallel to CD.AED and BEC are straight lines.Prove that triangle ABE is similar to triangle CDE.

",,
271797,"is a trapezium.Work out the size of angle .Give your answer correct to 1 decimal place.

",,
271823,"Liz and Tia are walking towards a shop along different straight paths.The diagram shows their positions at 2 pmAssume they walk at the same speed.Who will arrive at the shop first?You must show your working.

",,
271837,"Circle the volume that is the same as

",,
272586,"Write  as an ordinary number.

",,
271819,"Here is a triangle.Circle the correct equation.

",,
271870,"Describe fully the single transformation that maps triangle P onto triangle Q.

",,
271871,"Describe the single transformation that maps shape A onto shape B.

",,
271874,"Here is a coordinate grid.Shape S is translated to Shape T using vector  Write down the values of  and . = .................... = ....................

",,
271852,"Here are two solids.Which solid has the greater volume?You must show your working.

",,
271859,"Here are four graphs.Write down the letter of the graph that best shows how the depth of the water in the pool above the line MN changes with time as the pool is filled.

",,
271881,"Describe fully the single transformation that maps shape Q onto shape R.

",,
271885,"and  are regular hexagons each with centre . is an enlargement of , with centre  and scale factor 2Write the following vectors, in terms of and .Simplify your answers.

",,
271902,"Find vector b as a column vector.

",,
271904,"In the diagramShow that

",,
271906,"is a quadrilateral.Express  in terms of  and/or .Give your answer in its simplest form.

",,
271914,"Simplify

",,
271879,"Describe fully the single transformation that maps triangle A onto triangle B.

",,
271935,"On the grid, draw the cumulative frequency graph for this information.

",,
271942,"Use your graph to find an estimate for the median time.

",,
271943,"Here is some information about the miles per gallon of 60 cars.Draw a cumulative frequency graph.

",,
271945,"Use your graph to find an estimate for the percentage of Charlotte's potatoes with a weight less than 150 grams.

",,
271947,"Charlotte grows some potatoes.The table shows information about the weights of her potatoes.Complete the cumulative frequency table.

",,
271948,"Use your graph to find an estimate for the number of workers with a weekly wage of more than £530.

",,
271959,"The histogram shows information about the times taken by some students to finish a puzzle.Complete the frequency table for this information.

",,
271962,"Here is some information about a tennis club.There are 30 members with There are 12 members with There are no members with Complete the histogram.

",,
271964,"Here is some information about the ages of babies at a clinic.Draw a histogram to represent the information.

",,
271974,"Ana wants to offer a discount to the customers who spend the most money in her shop.She wants to give the discount to approximately 25% of her customers.Suggest a suitable amount of money for Ana to use on her voucher.Justify your decision.

",,
271975,"

",,
271977,"Which of these represents the shaded region?Circle your answer.

",,
271980,"Simplify completely

",,
271998,"The diagram shows a logo. and  are congruent triangles. is a sector of a circle, centre .Show that the area of the logo is 510 cm2 to 2 significant figures.

",,
