ID,Section Merged,Topic,English Text Problem,English Text Solution,Section,Haochen Database ID
16515,Algebra,transformations-of-graphs,"The graph of  is shown on the grid.

The graph G is a translation of the graph of .
Write down, in terms of f, the equation of graph G.","First identify the transformation. We can see that every point on y = f(x) has been translated 5 units to the right. For example, (−4, 3) has moved to (1, 3)

A translation by +5 in the x-axis is represented by
y = f(x − 5) [1]",2-algebra,cd27b5cc-784c-4db4-a8d9-1437770937fa
20724,Geometry and Measures,right-angled-triangles---pythagoras-and-trigonometry,"
Calculate the value of .Give your answer correct to 3 significant figures.","It is a right angled triangle with an angle (θ) so you can use trigonometry. You know the length of the hypotenuse (H) and you want the length of the side that is opposite (O) the angle. Therefore you can use the sin ratio: .

[1]
Multiply both sides by 32 to get x by itself.

[1]
Round to 1 decimal place.
 [1]",4-geometry-and-measures,
21638,Geometry and Measures,right-angled-triangles---pythagoras-and-trigonometry,"
Calculate the value of .Give your answer correct to 3 significant figures.","It is a right angled triangle with an angle (θ) so you can use trigonometry. You know the length of the hypotenuse (H) and you want the length of the side that is opposite (O) the angle. Therefore you can use the sin ratio: .

[1]
Multiply both sides by 32 to get x by itself.

[1]
Round to 1 decimal place.
 [1]",4-geometry-and-measures,
18233,Number and Operations,number-toolkit,"



Lunch
Choose one starter and one main course





There are four starters and ten main courses to choose from.
Two of the starters and three of the main courses are suitable for vegans.
What percentage of the possible lunches have both courses suitable for vegans?","The total number of combinations of starters and mains is
4 × 10 = 40
The number of combinations of starters and mains that are suitable for vegans is
2 × 3 = 6
[1]
Find this as a percentage

[1]
15% [1]",1-number,
18526,Number and Operations,number-toolkit,"



Lunch
Choose one starter and one main course





There are four starters and ten main courses to choose from.
Two of the starters and three of the main courses are suitable for vegans.
What percentage of the possible lunches have both courses suitable for vegans?","The total number of combinations of starters and mains is
4 × 10 = 40
The number of combinations of starters and mains that are suitable for vegans is
2 × 3 = 6
[1]
Find this as a percentage

[1]
15% [1]",1-number-operations-and-integers,
20738,Geometry and Measures,circles-arcs-and-sectors," and  are points on a circle with centre .

Angle 
The area of the shaded segment is 200cm2
Calculate the radius of the circle.Give your answer correct to 3 significant figures.
...................................................... cm
","Angle AOC is made by drawing lines from the points A and C on the circle which meet at the centre (O).
The circle theorem states that the angle at the centre is double the angle at the circumference.Therefore angle AOC is double angle ABC.


[1]
Form an expression for the area of the sector AOC using the formula for area of a sector  and substituting the values into the formula, letting  and .

[1]
Form an expression for the area of the triangle AOC using the formula for area of a triangle  and substituting the values into the formula, letting  and .

[1]
Form an expression for the area of the shaded region by subtracting the area of the triangle from the area of sector AOC.

Form an equation by setting the expression for the area of the shaded region equal to 200 cm2.

[1]
Factorise out r2.

Isolate r2.

Solve to find r by taking the square root of both sides.

Round to 3 significant figures.
radius = 13.7 cm (3 s.f.) [1]Answers in the range 13.7 to 13.8 accepted",4-geometry-and-measures,
14719,Algebra,factorising,Factorise              ,"Find the largest factor that divides both terms (with no remainder) 
3 divides 6m and -9 
See how each term is multiplied by this factor 
3 × 2m  -  3 × 3 
Write the factor outside brackets that expand to give 6m - 9
3(2m - 3) [1]",2-algebra,0859a679-cb7b-46a0-830f-fbcf90c56972
18203,Number and Operations,powers-roots-and-standard-form,Work out Give your answer in standard form.,"You should be able to type directly into your calculator. 

[1]
Convert to standard form.

 [1]",1-number,
18722,Algebra,powers-roots-and-standard-form,Work out Give your answer in standard form.,"You should be able to type directly into your calculator. 

[1]
Convert to standard form.

 [1]",3-indices-and-surds,
20131,Geometry and Measures,volume-and-surface-area,"The volume of the table top is 17 150 cm3.Calculate the thickness of the table top.
........................ cm","Method 1
The tabletop can be modeled as a prism with the area found in part (a) as its cross-section and its thickness will be the height of the prism, .Substitute the volume and the area found in part (a) into the formula for the volume of a prism: .

[1]
Divide both sides by 4900π.

Type into your calculator to find the answer.
 [1]
Method 2
The tabletop can be modeled as a cylinder, with radius 70 cm and its thickness will be the height of the cylinder, .Substitute the volume and radius into the formula for the volume of a cylinder: .

[1]
Divide both sides by . 

Use your calculator to find the value of 702.

Divide both sides by 4900.

Type into your calculator to find the answer.
 [1]",4-geometry-and-measures,
20136,Geometry and Measures,volume-and-surface-area,"The volume of the table top is 17 150 cm3.Calculate the thickness of the table top.
........................ cm","Method 1
The tabletop can be modeled as a prism with the area found in part (a) as its cross-section and its thickness will be the height of the prism, .Substitute the volume and the area found in part (a) into the formula for the volume of a prism: .

[1]
Divide both sides by 4900π.

Type into your calculator to find the answer.
 [1]
Method 2
The tabletop can be modeled as a cylinder, with radius 70 cm and its thickness will be the height of the cylinder, .Substitute the volume and radius into the formula for the volume of a cylinder: .

[1]
Divide both sides by . 

Use your calculator to find the value of 702.

Divide both sides by 4900.

Type into your calculator to find the answer.
 [1]",4-geometry-and-measures,
16560,Algebra,algebraic-roots-and-indices,Simplify fully    ,"Use the index law  (anything to the power zero is 1)
1 [1]",2-algebra,294d6ed0-5a57-4d46-be4d-677facfcd9ad
17215,Algebra,algebraic-roots-and-indices,Simplify fully    ,"Use the index law  (anything to the power zero is 1)
1 [1]",6-algebra,c5fc25c8-3e54-4cd3-ba5a-ddfdef533924
16352,Algebra,algebraic-proof,"
Ali thinks that the value of  will be a prime number for any whole number value of .
Is Ali correct?You must give a reason for your answer.
","Method 1 - Informal
Perhaps the easiest method is to play around with a few values of n, trying to find a value that doesn't lead to E being a prime number.  Don't give up too easily though!
   
Correctly evaluating E for any value of n [1]
We have found a whole number value of n that does not lead to E being a prime number.
Ali is not correct as when n = 4, E = 25 which is not prime [1]
Method 2 - Formal
Use the ""5"" as a clue.E is the sum of 3 terms; if all three terms are multiples of 5, then E will be a multiple of 5 and so not prime.So n = 5 - or any multiple of 5 - would lead to E not being prime.
Ali is not correct as when n = 5, E = 35 which is not prime [2]
Remember to disprove a result you only need one example of it not working.",2-algebra,70831641-45a3-4ac6-9e51-2770baf36f6d
14661,Algebra,linear-graphs-y-equals-mx-plus-c,"
Figure 2
The line , shown in Figure 2 has equation The line  passes through the origin  and is perpendicular to 
Find an equation for the line ","Rearrange  into the form  in order to determine its gradient

The gradient of  is 
[1]
Gradients of perpendicular lines are negative reciprocals so the gradient of  is

[1]
 therefore takes the form  
We are told in the question and on the diagram that  passes through the origin or . Therefore

[1]
Now we can write the equation of the line in the form  
 [1]",2-algebra,a1a64995-172e-4e13-9a2a-51048e201f0a
24479,Graphs and Equations,linear-graphs-y-equals-mx-plus-c,"
Figure 2
The line , shown in Figure 2 has equation The line  passes through the origin  and is perpendicular to 
Find an equation for the line ","Rearrange  into the form  in order to determine its gradient

The gradient of  is 
[1]
Gradients of perpendicular lines are negative reciprocals so the gradient of  is

[1]
 therefore takes the form  
We are told in the question and on the diagram that  passes through the origin or . Therefore

[1]
Now we can write the equation of the line in the form  
 [1]",7-graphs-of-equations-and-functions,
