Section Merged,Lemma,Occurrences in Section Merged,Unique Topics in Section Merged,POS Tags
Geometry and Measures,diagonal,23,7,"ADJ, NOUN"
Geometry and Measures,diagram,274,15,"NOUN, PROPN"
Geometry and Measures,diameter,58,7,NOUN
Geometry and Measures,difference,4,3,NOUN
Geometry and Measures,different,9,5,ADJ
Geometry and Measures,dimension,8,5,NOUN
Geometry and Measures,direct,2,2,ADJ
Geometry and Measures,direction,9,4,NOUN
Geometry and Measures,discount,3,2,NOUN
Geometry and Measures,distance,37,8,NOUN
Geometry and Measures,divide,4,4,VERB
Geometry and Measures,do,1,1,VERB
Geometry and Measures,dotted,2,1,ADJ
Geometry and Measures,down,3,3,ADV
Geometry and Measures,draw,55,8,VERB
Geometry and Measures,drawing,7,1,NOUN
Geometry and Measures,drink,1,1,NOUN
Geometry and Measures,drive,20,1,"NOUN, VERB"
Geometry and Measures,driver,1,1,NOUN
Geometry and Measures,driveway,1,1,NOUN
Geometry and Measures,due,7,2,ADJ
Geometry and Measures,e,8,4,"NOUN, PROPN"
Geometry and Measures,e.find,1,1,ADV
Geometry and Measures,earring,4,1,NOUN
Geometry and Measures,east,2,1,NOUN
Geometry and Measures,edge,24,6,"NOUN, VERB"
Geometry and Measures,edging,1,1,NOUN
Geometry and Measures,effect,5,3,NOUN
Geometry and Measures,elevation,19,3,NOUN
Geometry and Measures,empty,9,2,"ADJ, VERB"
Geometry and Measures,enclose,1,1,VERB
Geometry and Measures,end,1,1,NOUN
Geometry and Measures,enlarge,19,1,"ADJ, VERB"
Geometry and Measures,enlargement,10,3,NOUN
Geometry and Measures,enough,13,4,"ADJ, ADV"
Geometry and Measures,entirely,1,1,ADV
Geometry and Measures,equal,18,8,ADJ
Geometry and Measures,equally,1,1,ADV
Geometry and Measures,equation,6,4,NOUN
Geometry and Measures,equidistant,1,1,ADJ
Geometry and Measures,equilateral,14,8,ADJ
Geometry and Measures,equivalent,2,2,ADJ
Geometry and Measures,error,1,1,NOUN
Geometry and Measures,estimate,5,2,"NOUN, VERB"
Geometry and Measures,ethanol,1,1,NOUN
Geometry and Measures,evaluate,1,1,VERB
Geometry and Measures,exact,11,5,ADJ
Geometry and Measures,exactly,6,4,ADV
Geometry and Measures,example,5,2,NOUN
Geometry and Measures,exert,3,1,VERB
Geometry and Measures,explain,18,9,VERB
Geometry and Measures,express,1,1,NOUN
Geometry and Measures,expression,17,7,NOUN
Geometry and Measures,extend,2,1,VERB
Geometry and Measures,extere,1,1,VERB
Geometry and Measures,exterior,8,1,ADJ
Geometry and Measures,eye,1,1,NOUN
Geometry and Measures,face,11,6,NOUN
Geometry and Measures,fact,9,4,NOUN
Geometry and Measures,factor,29,3,"NOUN, PROPN"
Geometry and Measures,false,5,1,ADJ
Geometry and Measures,farmer,1,1,NOUN
Geometry and Measures,fast,3,2,"ADJ, ADV"
Geometry and Measures,fence,2,2,NOUN
Geometry and Measures,fence?you,1,1,NOUN
Geometry and Measures,fencing,1,1,NOUN
Geometry and Measures,fertiliser,2,1,NOUN
Geometry and Measures,field,6,5,NOUN
Geometry and Measures,figure,129,10,NOUN
Geometry and Measures,fill,11,2,VERB
Geometry and Measures,find,91,13,"NOUN, VERB"
Geometry and Measures,first,5,3,ADJ
Geometry and Measures,first?you,1,1,NOUN
Geometry and Measures,fit,7,3,VERB
Geometry and Measures,fitting,3,1,ADJ
Geometry and Measures,fix,1,1,VERB
Geometry and Measures,flight,1,1,NOUN
Geometry and Measures,floor,6,1,NOUN
Geometry and Measures,floor?you,2,1,NOUN
Geometry and Measures,flow,3,1,"NOUN, VERB"
Geometry and Measures,flower,2,2,NOUN
Geometry and Measures,fly,5,2,VERB
Geometry and Measures,follow,7,4,VERB
Geometry and Measures,following,2,2,ADJ
Geometry and Measures,food,1,1,NOUN
Geometry and Measures,force,5,1,NOUN
Geometry and Measures,form,46,12,"NOUN, VERB"
Geometry and Measures,formula,2,1,NOUN
Geometry and Measures,fraction,5,3,NOUN
Geometry and Measures,frame,2,2,NOUN
Geometry and Measures,framework,1,1,NOUN
Geometry and Measures,friend,1,1,NOUN
Geometry and Measures,front,10,2,ADJ
Geometry and Measures,fruit,1,1,NOUN
Geometry and Measures,frustrum,1,1,NOUN
Geometry and Measures,frustum,4,2,NOUN
Geometry and Measures,fuel,1,1,NOUN
Geometry and Measures,full,10,4,ADJ
Geometry and Measures,fully,17,1,ADV
Geometry and Measures,g,15,5,"NOUN, PROPN"
Geometry and Measures,g.,1,1,NOUN
Geometry and Measures,gallon,2,1,NOUN
Geometry and Measures,garden,10,4,NOUN
Geometry and Measures,garden?show,1,1,NOUN
Geometry and Measures,gear,1,1,NOUN
Geometry and Measures,geometric,2,1,ADJ
Geometry and Measures,get,20,6,VERB
Geometry and Measures,give,232,15,VERB
Geometry and Measures,glass,4,1,NOUN
Geometry and Measures,go,31,7,VERB
Geometry and Measures,gold,2,2,NOUN
Geometry and Measures,good,1,1,ADJ
Geometry and Measures,grain,1,1,NOUN
Geometry and Measures,gram,3,1,NOUN
Geometry and Measures,granite,1,1,NOUN
Geometry and Measures,graph,5,2,NOUN
Geometry and Measures,grass,3,2,NOUN
Geometry and Measures,gravel,2,2,NOUN
Geometry and Measures,great,9,6,ADJ
Geometry and Measures,grid,48,6,"NOUN, VERB"
Geometry and Measures,ground,7,1,NOUN
Geometry and Measures,grow,2,2,VERB
Geometry and Measures,h,10,4,NOUN
Geometry and Measures,h.,3,1,"NOUN, PROPN"
Geometry and Measures,hall,4,2,NOUN
Geometry and Measures,halve,1,1,VERB
Geometry and Measures,hang,1,1,VERB
Geometry and Measures,happen,1,1,VERB
Geometry and Measures,harbour,3,1,NOUN
Geometry and Measures,harvest,1,1,VERB
Geometry and Measures,hasmeet,1,1,NOUN
Geometry and Measures,have,158,13,VERB
Geometry and Measures,height,68,8,"NOUN, PROPN"
Geometry and Measures,help,1,1,VERB
Geometry and Measures,hemisphere,12,2,NOUN
Geometry and Measures,hence,1,1,ADV
Geometry and Measures,here,92,14,ADV
Geometry and Measures,hexagon,21,7,"NOUN, PROPN"
Geometry and Measures,hexagonalprism,2,1,NOUN
Geometry and Measures,high,3,2,ADJ
Geometry and Measures,hill,1,1,NOUN
Geometry and Measures,hold,3,3,VERB
Geometry and Measures,home,2,1,"ADV, NOUN"
Geometry and Measures,horizontal,31,4,ADJ
Geometry and Measures,hotel,1,1,NOUN
Geometry and Measures,hour,17,3,NOUN
Geometry and Measures,hours.(1,1,1,PROPN
Geometry and Measures,house,2,2,NOUN
Geometry and Measures,i,2,2,PROPN
Geometry and Measures,identical,10,4,ADJ
Geometry and Measures,ii,9,4,PROPN
Geometry and Measures,iii,2,2,NOUN
Geometry and Measures,image,8,1,NOUN
Geometry and Measures,inaccurate,1,1,ADJ
Geometry and Measures,inch,2,1,NOUN
Geometry and Measures,incorrect,2,1,ADJ
Geometry and Measures,increase,1,1,VERB
Geometry and Measures,information,5,3,NOUN
Geometry and Measures,inner,2,1,ADJ
Geometry and Measures,integer,11,6,NOUN
Geometry and Measures,interior,9,1,ADJ
Geometry and Measures,internal,2,1,ADJ
Geometry and Measures,intersect,5,4,"NOUN, VERB"
Geometry and Measures,intersection,3,2,NOUN
Geometry and Measures,invariant,7,1,ADJ
Geometry and Measures,isometric,5,2,ADJ
Geometry and Measures,isoscele,15,6,NOUN
Geometry and Measures,isosceles,6,4,PROPN
Geometry and Measures,join,12,5,VERB
Geometry and Measures,journey,3,1,NOUN
Geometry and Measures,juice,3,2,"NOUN, PROPN"
Geometry and Measures,k,3,1,"NOUN, PROPN"
Geometry and Measures,k.,3,1,NOUN
Geometry and Measures,keep,1,1,VERB
Geometry and Measures,kg,10,6,NOUN
Geometry and Measures,kilogram,1,1,NOUN
Geometry and Measures,kilometre,10,3,NOUN
Geometry and Measures,kite,11,3,NOUN
Geometry and Measures,km,32,5,"NOUN, PROPN"
Geometry and Measures,km/h,1,1,NOUN
Geometry and Measures,km3.How,1,1,PROPN
Geometry and Measures,km3.the,1,1,NOUN
Geometry and Measures,know,2,2,VERB
Geometry and Measures,l,1,1,NOUN
Geometry and Measures,label,4,3,VERB
Geometry and Measures,ladder,3,2,NOUN
Geometry and Measures,land,1,1,NOUN
Geometry and Measures,lap,1,1,NOUN
Geometry and Measures,large,19,5,ADJ
Geometry and Measures,lawn,4,2,"ADJ, NOUN"
Geometry and Measures,lead,2,1,NOUN
Geometry and Measures,lean,1,1,VERB
Geometry and Measures,least,6,4,"ADJ, ADV"
Geometry and Measures,leave,9,5,VERB
Geometry and Measures,length,148,13,"ADJ, NOUN"
Geometry and Measures,less,16,4,ADJ
Geometry and Measures,letter,2,2,NOUN
Geometry and Measures,level,2,2,NOUN
Geometry and Measures,library,1,1,NOUN
Geometry and Measures,lie,25,7,"NOUN, VERB"
Geometry and Measures,life,1,1,NOUN
Geometry and Measures,lift,1,1,VERB
Geometry and Measures,lifting,1,1,NOUN
Geometry and Measures,lighthouse,5,1,NOUN
Geometry and Measures,limit,1,1,NOUN
Geometry and Measures,line,157,14,NOUN
Geometry and Measures,line?show,1,1,NOUN
Geometry and Measures,liquid,4,2,"ADJ, NOUN"
Geometry and Measures,litre,11,4,NOUN
Geometry and Measures,load,1,1,NOUN
Geometry and Measures,locus,2,1,NOUN
Geometry and Measures,logo,9,4,NOUN
Geometry and Measures,long,19,8,"ADJ, ADV"
Geometry and Measures,lorry,1,1,NOUN
Geometry and Measures,low,3,2,ADJ
Geometry and Measures,m,47,10,"NOUN, VERB"
Geometry and Measures,m.,20,8,NOUN
Geometry and Measures,m2,14,4,"NOUN, PROPN"
Geometry and Measures,m2.the,1,1,NOUN
Geometry and Measures,m2.write,1,1,NOUN
Geometry and Measures,m2work,1,1,NOUN
Geometry and Measures,m3,6,2,"NOUN, PROPN"
Geometry and Measures,m3.The,1,1,PROPN
Geometry and Measures,m=,1,1,PROPN
Geometry and Measures,mAngle,2,1,PROPN
Geometry and Measures,machine,1,1,NOUN
Geometry and Measures,major,3,1,ADJ
Geometry and Measures,make,93,13,VERB
Geometry and Measures,many,11,6,ADJ
Geometry and Measures,map,32,2,"NOUN, VERB"
Geometry and Measures,marble,2,1,NOUN
Geometry and Measures,marble?justify,1,1,NOUN
Geometry and Measures,mark,25,4,VERB
Geometry and Measures,mass,11,3,NOUN
Geometry and Measures,mast,5,1,NOUN
Geometry and Measures,material,1,1,NOUN
Geometry and Measures,mathematical,3,1,ADJ
Geometry and Measures,mathematically,24,3,ADV
Geometry and Measures,maximum,3,2,ADJ
Geometry and Measures,mean,2,2,"ADJ, NOUN"
Geometry and Measures,measure,11,4,"NOUN, VERB"
Geometry and Measures,measurement,6,3,NOUN
Geometry and Measures,meet,2,2,VERB
Geometry and Measures,melt,4,2,VERB
Geometry and Measures,metal,10,6,NOUN
Geometry and Measures,meter,1,1,NOUN
Geometry and Measures,metera,1,1,NOUN
Geometry and Measures,method,13,6,NOUN
Geometry and Measures,metre,42,8,NOUN
Geometry and Measures,mid,1,1,NOUN
Geometry and Measures,midpoint,46,6,NOUN
Geometry and Measures,mile,11,3,NOUN
Geometry and Measures,miles26,1,1,NOUN
Geometry and Measures,minute,21,2,NOUN
Geometry and Measures,mistake,1,1,NOUN
Geometry and Measures,mix,3,1,VERB
Geometry and Measures,mixed,2,1,ADJ
Geometry and Measures,mm,7,3,NOUN
Geometry and Measures,mmthe,1,1,NOUN
Geometry and Measures,mn,1,1,NOUN
Geometry and Measures,model,8,4,"NOUN, VERB"
Geometry and Measures,money,4,3,NOUN
Geometry and Measures,monster,2,1,NOUN
Geometry and Measures,more,12,6,ADJ
Geometry and Measures,motor,1,1,NOUN
Geometry and Measures,motorway,3,1,NOUN
Geometry and Measures,move,1,1,VERB
Geometry and Measures,move?circle,1,1,VERB
Geometry and Measures,mph,7,2,NOUN
Geometry and Measures,much,3,3,"ADJ, ADV"
Geometry and Measures,multiple,9,3,NOUN
Geometry and Measures,multiply,1,1,VERB
Geometry and Measures,n,2,2,NOUN
Geometry and Measures,n.,1,1,NOUN
Geometry and Measures,name,5,2,NOUN
Geometry and Measures,near,18,8,"ADJ, ADV"
Geometry and Measures,need,19,5,VERB
Geometry and Measures,need?You,1,1,PROPN
Geometry and Measures,needs?You,1,1,PROPN
Geometry and Measures,needs?you,1,1,VERB
Geometry and Measures,new,9,3,ADJ
Geometry and Measures,newton,5,1,NOUN
Geometry and Measures,next,2,1,ADJ
Geometry and Measures,no,5,2,NOUN
Geometry and Measures,normally,2,1,ADV
Geometry and Measures,north,3,2,NOUN
Geometry and Measures,now,2,2,ADV
Geometry and Measures,number,26,8,NOUN
Geometry and Measures,o,4,3,NOUN
Geometry and Measures,oa,1,1,NOUN
Geometry and Measures,oa.oa,1,1,NOUN
Geometry and Measures,object,1,1,NOUN
Geometry and Measures,obtuse,4,2,ADJ
Geometry and Measures,ocd,2,1,NOUN
Geometry and Measures,octagon,12,4,"NOUN, PROPN"
Geometry and Measures,octahedron,1,1,NOUN
Geometry and Measures,octahedron.[the,1,1,NOUN
Geometry and Measures,office,1,1,NOUN
Geometry and Measures,ofgive,1,1,ADJ
Geometry and Measures,oil,5,1,NOUN
Geometry and Measures,once,3,2,ADV
Geometry and Measures,only,8,3,ADV
Geometry and Measures,onsuch,2,1,NOUN
Geometry and Measures,open,2,1,ADJ
Geometry and Measures,orange,1,1,PROPN
Geometry and Measures,order,6,3,NOUN
Geometry and Measures,organic,1,1,ADJ
Geometry and Measures,organise,1,1,VERB
Geometry and Measures,orienteering,1,1,NOUN
Geometry and Measures,origin,3,2,NOUN
Geometry and Measures,original,2,1,ADJ
Geometry and Measures,ornament,2,1,NOUN
Geometry and Measures,other,11,6,ADJ
Geometry and Measures,out,3,2,ADV
Geometry and Measures,outer,3,1,ADJ
Geometry and Measures,p,14,3,NOUN
Geometry and Measures,pack,11,1,NOUN
Geometry and Measures,paint,3,2,"NOUN, VERB"
Geometry and Measures,pair,3,2,NOUN
Geometry and Measures,panel,2,1,NOUN
Geometry and Measures,paper,3,1,NOUN
Geometry and Measures,parallel,62,10,ADJ
Geometry and Measures,parallelangle,3,1,ADJ
Geometry and Measures,parallelogram,32,7,NOUN
Geometry and Measures,park,1,1,NOUN
Geometry and Measures,part,28,12,NOUN
Geometry and Measures,partbe,1,1,VERB
Geometry and Measures,pass,1,1,VERB
Geometry and Measures,path,7,4,NOUN
Geometry and Measures,patio,3,2,NOUN
Geometry and Measures,pattern,4,2,NOUN
Geometry and Measures,pay,5,3,VERB
Geometry and Measures,pencil,2,2,NOUN
Geometry and Measures,pentagon,31,7,"NOUN, PROPN"
Geometry and Measures,pentagonalprism,2,1,NOUN
Geometry and Measures,people,1,1,NOUN
Geometry and Measures,percentage,2,2,NOUN
Geometry and Measures,perimeter,42,6,NOUN
Geometry and Measures,perpendicular,21,7,"ADJ, NOUN"
Geometry and Measures,person,1,1,NOUN
Geometry and Measures,pet,1,1,ADJ
Geometry and Measures,phone,1,1,NOUN
Geometry and Measures,photo,2,1,NOUN
Geometry and Measures,photocopier,1,1,NOUN
Geometry and Measures,piece,5,4,NOUN
Geometry and Measures,pig,2,1,NOUN
Geometry and Measures,pit,1,1,NOUN
Geometry and Measures,place,69,8,"NOUN, VERB"
Geometry and Measures,plan,20,5,NOUN
Geometry and Measures,plane,32,5,NOUN
Geometry and Measures,plant,5,2,"NOUN, VERB"
Geometry and Measures,plastic,1,1,NOUN
Geometry and Measures,play,1,1,NOUN
Geometry and Measures,playground,1,1,NOUN
Geometry and Measures,plus91.22p,1,1,NOUN
Geometry and Measures,pm,2,1,NOUN
Geometry and Measures,point,195,12,"NOUN, VERB"
Geometry and Measures,pole,2,1,NOUN
Geometry and Measures,polish,2,1,"NOUN, VERB"
Geometry and Measures,polygon,25,1,NOUN
Geometry and Measures,pond,7,4,NOUN
Geometry and Measures,pool,3,1,NOUN
Geometry and Measures,port,1,1,NOUN
Geometry and Measures,position,24,6,"NOUN, VERB"
Geometry and Measures,possible,9,6,ADJ
Geometry and Measures,post,6,2,NOUN
Geometry and Measures,pot,1,1,NOUN
Geometry and Measures,pr,1,1,NOUN
Geometry and Measures,pressure,5,1,NOUN
Geometry and Measures,prism,62,5,NOUN
Geometry and Measures,problem,1,1,NOUN
Geometry and Measures,proof,3,2,NOUN
Geometry and Measures,proportion,1,1,NOUN
Geometry and Measures,propylene,1,1,NOUN
Geometry and Measures,prove,61,5,VERB
Geometry and Measures,pump,4,2,"NOUN, VERB"
Geometry and Measures,put,12,7,VERB
Geometry and Measures,px,1,1,NOUN
Geometry and Measures,pyramid,20,3,NOUN
Geometry and Measures,q,6,4,NOUN
Geometry and Measures,q.,5,2,NOUN
Geometry and Measures,qt,1,1,NOUN
Geometry and Measures,quadrilateral,32,9,"ADJ, NOUN, PROPN"
Geometry and Measures,quantity,3,1,NOUN
Geometry and Measures,quarter,7,2,NOUN
Geometry and Measures,question,3,3,NOUN
Geometry and Measures,r,6,1,"NOUN, PROPN"
Geometry and Measures,r.show,1,1,VERB
Geometry and Measures,race,2,2,NOUN
Geometry and Measures,racing,1,1,NOUN
Geometry and Measures,radar,1,1,NOUN
Geometry and Measures,radio,4,1,NOUN
Geometry and Measures,radius,92,8,NOUN
Geometry and Measures,radiusthe,1,1,NOUN
Geometry and Measures,rail,2,1,NOUN
Geometry and Measures,railway,2,1,NOUN
Geometry and Measures,rate,14,3,NOUN
Geometry and Measures,ratio,27,8,NOUN
Geometry and Measures,reach,2,2,VERB
Geometry and Measures,real,6,2,ADJ
Geometry and Measures,reason,83,8,NOUN
Geometry and Measures,reasoning,3,2,NOUN
Geometry and Measures,recent,1,1,ADJ
Geometry and Measures,rectangle,44,11,NOUN
Geometry and Measures,rectangular,15,6,ADJ
Geometry and Measures,reduce,3,2,VERB
Geometry and Measures,reflect,12,1,VERB
Geometry and Measures,reflection,2,1,NOUN
Geometry and Measures,region,43,6,NOUN
Geometry and Measures,regular,55,9,ADJ
Geometry and Measures,relate,2,1,VERB
Geometry and Measures,remove,6,3,VERB
Geometry and Measures,represent,26,6,"NOUN, VERB"
Geometry and Measures,require,1,1,VERB
Geometry and Measures,respectively,2,1,ADV
Geometry and Measures,rest,2,2,NOUN
Geometry and Measures,rhombus,6,3,NOUN
Geometry and Measures,ribbon,2,1,NOUN
Geometry and Measures,right,49,9,"ADJ, ADV, NOUN"
Geometry and Measures,right?You,1,1,PROPN
Geometry and Measures,right?you,2,1,"ADJ, NOUN"
Geometry and Measures,right‐angle,1,1,VERB
Geometry and Measures,road,5,2,NOUN
Geometry and Measures,rocket,1,1,NOUN
Geometry and Measures,rod,1,1,NOUN
Geometry and Measures,roll,2,1,"NOUN, VERB"
Geometry and Measures,rollor3,1,1,NOUN
Geometry and Measures,room,4,2,NOUN
Geometry and Measures,root,1,1,NOUN
Geometry and Measures,rotate,8,1,"NOUN, VERB"
Geometry and Measures,rotational,4,1,ADJ
Geometry and Measures,round,3,1,VERB
Geometry and Measures,route,1,1,NOUN
Geometry and Measures,rpq,1,1,NOUN
Geometry and Measures,rule,2,2,NOUN
Geometry and Measures,ruler,13,2,NOUN
Geometry and Measures,run,6,2,VERB
Geometry and Measures,s,2,1,NOUN
Geometry and Measures,s.,1,1,PROPN
Geometry and Measures,s.give,1,1,ADJ
Geometry and Measures,safe,1,1,ADJ
Geometry and Measures,sail,11,2,"NOUN, VERB"
Geometry and Measures,same,36,10,ADJ
Geometry and Measures,sand,1,1,NOUN
Geometry and Measures,satisfy,3,2,VERB
Geometry and Measures,say,13,8,VERB
Geometry and Measures,scalar,3,1,ADJ
Geometry and Measures,scale,60,6,"ADJ, NOUN"
Geometry and Measures,sculptor,1,1,NOUN
Geometry and Measures,sea,2,1,NOUN
Geometry and Measures,second,12,2,NOUN
Geometry and Measures,section,31,8,NOUN
Geometry and Measures,sector,32,6,NOUN
Geometry and Measures,see,1,1,VERB
Geometry and Measures,seed,2,2,NOUN
Geometry and Measures,segment,12,4,NOUN
Geometry and Measures,sell,12,5,VERB
Geometry and Measures,semi,5,2,"ADJ, NOUN"
Geometry and Measures,semicircle,31,4,NOUN
Geometry and Measures,semicircular,4,3,ADJ
Geometry and Measures,send,2,1,VERB
Geometry and Measures,service,1,1,NOUN
Geometry and Measures,set,2,1,NOUN
Geometry and Measures,shade,23,4,VERB
Geometry and Measures,shaded,52,9,ADJ
Geometry and Measures,shape,116,12,"NOUN, VERB"
Geometry and Measures,share,2,1,NOUN
Geometry and Measures,sheet,2,1,NOUN
Geometry and Measures,ship,10,2,NOUN
Geometry and Measures,shop,1,1,NOUN
Geometry and Measures,shopping,3,1,NOUN
Geometry and Measures,short,3,2,ADJ
Geometry and Measures,show,426,15,"NOUN, VERB"
Geometry and Measures,side,69,11,NOUN
Geometry and Measures,sided,13,2,ADJ
Geometry and Measures,sign,1,1,NOUN
Geometry and Measures,signal,2,1,NOUN
Geometry and Measures,significant,125,10,ADJ
Geometry and Measures,similar,62,5,ADJ
Geometry and Measures,simple,24,8,ADJ
Geometry and Measures,simplified,2,1,ADJ
Geometry and Measures,simplify,1,1,VERB
Geometry and Measures,sin,1,1,NOUN
Geometry and Measures,sin30,1,1,ADJ
Geometry and Measures,sin60,1,1,NOUN
Geometry and Measures,sine,1,1,NOUN
Geometry and Measures,single,19,1,ADJ
Geometry and Measures,sit,1,1,VERB
Geometry and Measures,site,1,1,NOUN
Geometry and Measures,size,143,10,NOUN
Geometry and Measures,sketch,8,3,NOUN
Geometry and Measures,slant,2,1,ADJ
Geometry and Measures,sloping,2,2,ADJ
Geometry and Measures,slow,1,1,ADJ
Geometry and Measures,small,23,7,ADJ
Geometry and Measures,soil,1,1,NOUN
Geometry and Measures,solid,62,6,"ADJ, NOUN"
Geometry and Measures,solve,2,1,VERB
Geometry and Measures,south,2,1,NOUN
Geometry and Measures,space,5,3,"NOUN, VERB"
Geometry and Measures,speed,27,3,NOUN
Geometry and Measures,spend,2,1,VERB
Geometry and Measures,sphere,15,3,NOUN
Geometry and Measures,spheres.[The,1,1,PROPN
Geometry and Measures,split,1,1,VERB
Geometry and Measures,spread,2,1,VERB
Geometry and Measures,sprinkler,2,1,NOUN
Geometry and Measures,square,63,10,"ADJ, NOUN, PROPN"
Geometry and Measures,stage,31,3,NOUN
Geometry and Measures,stand,3,2,VERB
Geometry and Measures,standard,1,1,ADJ
