English Text Problem,Section Merged,Section,Topic
"On the grid, draw the graph of 

",Algebra,2-algebra,graphs-of-functions
Simplify   ,Algebra,6-algebra,algebraic-roots-and-indices
"Part of the graph of is shown on the grid.

Use the graph to find estimates for the solutions of the equation 
Give your solutions correct to one decimal place.",Algebra,2-algebra,graphs-of-functions
"
Work out the value of  Write down all the figures on your calculator display.",Algebra,6-algebra,algebra-toolkit
"Shirley is asked to sketch a graph of  y = 5x for x > 0
She produces the following.

The graph has two errors.How should they be corrected?",Algebra,2-algebra,graphs-of-functions
"
The graph of , where  is a positive constant, is shown above.
Find the value of .",Algebra,2-algebra,graphs-of-functions
"Given that
  
find the possible values of .",Algebra,2-algebra,forming-and-solving-equations
"A straight line passes through the point (0, 6) and is perpendicular to  y = 4x − 5.
Find the equation of this line, giving your answer in the form y = mx + c.",Algebra,2-algebra,linear-graphs-y-equals-mx-plus-c
"Using your answer to part (a), prove that if m and n are positive integers and , then


",Algebra,2-algebra,algebraic-proof
"The graph shows the cost of electricity with Company A.

Use the information in the graph to estimate the cost of electricity for a customer who uses 450kwH of electricity.
£ ........................................................
",Algebra,2-algebra,real-life-graphs
" and  are functions such that
               
Find ",Algebra,2-algebra,functions
"The graph shows the distance travelled by an animal over 12 seconds.

Work out the average speed between 2 and 8 seconds.
.................... m/s",Algebra,2-algebra,real-life-graphs
"A coach travels from Dronston to Luscoe.The travel graph for this journey is shown below.

Work out the average speed of the coach, in kilometres per hour, for the first 10 minutes of the journey.",Algebra,2-algebra,real-life-graphs
"The curve  has equation  where 
The point  is the maximum point on .
Write down the coordinates of .
",Algebra,2-algebra,transformations-of-graphs
"The next term of a sequence is made by adding the previous two terms.
Which of these sequences follows this rule?Circle your answer.



–9  2  –7  –5  –12
–3  5  –2   3  1


0  –3  –3   0  –3
–1  –1  –2  –3  1



",Algebra,2-algebra,sequences
Describe what happens to Ellie after 7 seconds.,Algebra,2-algebra,estimating-gradients-and-areas-under-graphs
Show that  can be written as  State the value of .,Algebra,2-algebra,functions
"Find the equation of the tangent at the point (-3, 6).",Algebra,2-algebra,equation-of-a-circle
Find the th term.,Algebra,2-algebra,sequences
Is 150 a term of this sequence?You must explain how you get your answer.,Algebra,2-algebra,sequences
Is 86 a term in the sequence?You must give a reason for your answer.,Algebra,2-algebra,sequences
"Solve the simultaneous equations       
Give your answers correct to  decimal places.",Algebra,2-algebra,simultaneous-equations
"Solve 
Show clear algebraic working.
      
",Algebra,2-algebra,linear-equations
"Solve 
Show clear algebraic working.
 ...........................................",Algebra,2-algebra,linear-equations
"
Make  the subject of the formula.",Algebra,2-algebra,rearranging-formulae
"The body mass index,  , for a person of mass  kg and height  metres is given by the formula

Usman has a mass of 50 kg.He has a height of 1.57 m.
Work out Usman's body mass index.Give your answer correct to one decimal place.",Algebra,2-algebra,algebra-toolkit
"
Find an estimate
i)
for the median,
[2]
ii)
for the interquartile range.
[1]
",Statistics,6-statistics,cumulative-frequency-and-box-plots
"State an assumption that has been made in answering part (a).
",Algebra,2-algebra,simultaneous-equations
"The diagram shows a rectangle.

The area of the rectangle is Given that find the range of possible values for 
",Algebra,2-algebra,solving-inequalities
"Write down the inequality represented by the number line.

",Algebra,2-algebra,solving-inequalities
"Solve.
   
",Algebra,2-algebra,solving-inequalities
"Jo wants to work out the solutions of      
She says,
   ‘‘The solutions cannot be worked out because              does not factorise to  where  and  are integers.’’
Is Jo correct?Tick a box.
   Yes                  No
Give a reason for your answer.
",Algebra,2-algebra,solving-quadratic-equations
"Make t the subject of  
",Algebra,2-algebra,rearranging-formulae
" is a rectangle.is a trapezium.

All measurements are in centimetres.The perimeters of these two shapes are the same.
Work out the area of the rectangle.
",Algebra,2-algebra,forming-and-solving-equations
Simplify    ,Algebra,2-algebra,algebraic-roots-and-indices
"The  term of a sequence  is given by 
There are numbers that are terms in both the sequence  and the sequence 
Find one of these numbers.",Algebra,2-algebra,sequences
Solve the inequality ,Algebra,6-algebra,solving-inequalities
"Use the formula .
Make  the subject of the formula.
 = ..................",Algebra,2-algebra,rearranging-formulae
Solve    ,Algebra,2-algebra,linear-equations
Make  the subject of the formula       ,Algebra,2-algebra,rearranging-formulae
Expand and simplify            ,Algebra,2-algebra,expanding-brackets
"Write    in the form  .
",Algebra,2-algebra,graphs-of-functions
Show that the equation  has a solution between  and .,Algebra,6-algebra,iteration
Factorise   ,Algebra,6-algebra,factorising
"Work out the diameter of the circle 
Circle your answer.



8
16
32
128



",Algebra,2-algebra,equation-of-a-circle
Interpret the value of the gradient.,Algebra,2-algebra,estimating-gradients-and-areas-under-graphs
"Given that  is the origin,
find the area of the triangle .",Algebra,2-algebra,linear-graphs-y-equals-mx-plus-c
"The equation of a curve is The curve is transformed to curve under the translation 
Find an equation of curve .
You do need to simplify the equation.
",Algebra,2-algebra,transformations-of-graphs
"The diagram shows part of the graph of 

By drawing a suitable straight line, use your graph to find estimates for the solutions of ",Algebra,2-algebra,estimating-gradients-and-areas-under-graphs
"Solve the simultaneous equations

Show clear algebraic working.

",Algebra,2-algebra,simultaneous-equations
"Two straight lines intersect at point .

Circle the coordinates of .










",Algebra,2-algebra,simultaneous-equations
" is an integer.
Prove algebraically that the sum of   and  is always a square number.",Algebra,2-algebra,algebraic-proof
"Find the value of  when   and .



",Algebra,6-algebra,algebra-toolkit
Simplify      ,Algebra,2-algebra,algebraic-roots-and-indices
"On the grid, construct the graph of 
",Algebra,2-algebra,equation-of-a-circle
Expand       ,Algebra,2-algebra,expanding-brackets
"The straight line  has equation Find the gradient of .

",Algebra,2-algebra,coordinate-geometry
"Sofia is trying to simplify  
Her method is
divide  by thenadd 
Evaluate her method.

",Algebra,2-algebra,algebra-toolkit
"Hence find an equation of the tangent to the curve at .Give your answer in the form  .
",Algebra,2-algebra,estimating-gradients-and-areas-under-graphs
"The curve is shown on the grid.

Write down the co-ordinates of the points where the gradient of the curve is zero.",Algebra,2-algebra,estimating-gradients-and-areas-under-graphs
Simplify fully  ,Algebra,2-algebra,algebraic-fractions
"Write  in the form 
",Algebra,2-algebra,completing-the-square
"Write    in the form  
",Algebra,2-algebra,completing-the-square
"Express  in the form  where  ,  and  are integers.
",Algebra,2-algebra,completing-the-square
"Here is an identity.

Use the identity to work out the value of  .
You must show your working.
",Algebra,2-algebra,factorising
"The graph shows the speed, in metres per second, of a particle over the first four seconds of motion.

Use the graph to estimate the distance travelled by the particle in the four seconds.
............................................... metres",Algebra,2-algebra,estimating-gradients-and-areas-under-graphs
"Part of the curve with equation  is shown on the grid.

Find an estimate for the gradient of the curve at the point where Show your working clearly.
",Algebra,2-algebra,estimating-gradients-and-areas-under-graphs
"Sketch the graph of y = 3xGive the value of the y-intercept.

",Algebra,2-algebra,graphs-of-functions
"A car moves from rest.
The graph gives information about the speed,  metres per second, of the car  seconds after it starts to move.

i)
Calculate an estimate of the gradient of the graph at = 15
[3]
ii)
Describe what your answer to part (i) represents.
[1]",Algebra,2-algebra,estimating-gradients-and-areas-under-graphs
Show that the line with equation y =  x + 10 is a tangent to the circle.,Algebra,2-algebra,equation-of-a-circle
